        Car#	        Laps	 Gap 1st/prv	    Last lap	    Best lap	  Last event	   Team name	     Tainted	         Pit
           5	          38	       6 / 1	 00:00:15,70	 00:00:13,37	 00:09:29,64	         H&B	           0	           0
          18	          41	       3 / 1	 00:00:12,94	 00:00:12,70	 00:09:33,10	DTM Les Fous	           0	           0
           9	          39	       5 / 1	 00:00:13,06	 00:00:12,94	 00:09:33,29	Verschaeve Racing	           0	           0
          11	          43	       1 / 1	 00:00:12,73	 00:00:12,00	 00:09:33,61	    DSCA G&G	           0	           0
           4	          41	       3 / 1	 00:00:13,42	 00:00:12,55	 00:09:34,12	 Gas Monkeys	           0	           0
           6	          40	       4 / 1	 00:00:12,64	 00:00:12,64	 00:09:35,34	S-Slot Racing	           0	           0
           3	          41	       3 / 1	 00:00:12,62	 00:00:12,47	 00:09:35,61	         DTM	           0	           0
          13	          43	       1 / 1	 00:00:12,80	 00:00:12,41	 00:09:35,73	PT Motorsport	           0	           0
           7	          40	       4 / 1	 00:00:15,79	 00:00:12,88	 00:09:37,44	D&T Motorsport	           0	           0
          12	          42	       2 / 1	 00:00:12,94	 00:00:12,67	 00:09:37,81	Slotracefriends Juni	           0	           0
          14	          43	       1 / 1	 00:00:12,62	 00:00:12,20	 00:09:38,43	    DSCA K&Q	           0	           0
           2	          33	      11 / 2	 00:00:16,90	 00:00:13,70	 00:09:40,38	Src Eindhoven 2.0	           0	           0
          16	          42	       2 / 1	 00:00:13,04	 00:00:12,68	 00:09:40,54	    Prospeed	           0	           0
           1	          44	       0 / 0	 00:00:12,53	 00:00:12,32	 00:09:41,57	Slotracefriends 1	           0	           0
          15	          37	       8 / 2	 00:00:16,34	 00:00:13,52	 00:09:42,33	Gentlemen Drivers	           0	           0
           8	          35	      10 / 3	 00:00:15,17	 00:00:13,94	 00:09:43,14	Slipstream Rascals	           0	           0
           5	          39	       6 / 1	 00:00:13,97	 00:00:13,37	 00:09:43,71	         H&B	           0	           0
          18	          42	       3 / 1	 00:00:12,82	 00:00:12,70	 00:09:45,97	DTM Les Fous	           0	           0
          11	          44	       1 / 1	 00:00:12,68	 00:00:12,00	 00:09:46,18	    DSCA G&G	           0	           0
           9	          40	       5 / 1	 00:00:13,40	 00:00:12,94	 00:09:46,76	Verschaeve Racing	           0	           0
           3	          42	       3 / 1	 00:00:12,79	 00:00:12,47	 00:09:48,17	         DTM	           0	           0
           6	          41	       4 / 1	 00:00:12,97	 00:00:12,64	 00:09:48,50	S-Slot Racing	           0	           0
          13	          44	       1 / 1	 00:00:12,64	 00:00:12,41	 00:09:48,89	PT Motorsport	           0	           0
           4	          42	       3 / 1	 00:00:15,88	 00:00:12,55	 00:09:49,98	 Gas Monkeys	           0	           0
           7	          41	       4 / 1	 00:00:13,51	 00:00:12,88	 00:09:50,61	D&T Motorsport	           0	           0
          14	          44	       1 / 1	 00:00:12,46	 00:00:12,20	 00:09:50,70	    DSCA K&Q	           0	           0
          12	          43	       2 / 2	 00:00:13,03	 00:00:12,67	 00:09:50,98	Slotracefriends Juni	           0	           0
          16	          43	       2 / 1	 00:00:13,12	 00:00:12,68	 00:09:53,41	    Prospeed	           0	           0
           1	          45	       0 / 0	 00:00:12,47	 00:00:12,32	 00:09:54,14	Slotracefriends 1	           0	           0
           2	          34	      12 / 2	 00:00:15,07	 00:00:13,70	 00:09:55,35	Src Eindhoven 2.0	           0	           0
          15	          38	       8 / 2	 00:00:13,91	 00:00:13,52	 00:09:56,09	Gentlemen Drivers	           0	           0
           5	          40	       6 / 1	 00:00:13,88	 00:00:13,37	 00:09:57,47	         H&B	           0	           0
          18	          43	       3 / 1	 00:00:13,12	 00:00:12,70	 00:09:58,84	DTM Les Fous	           0	           0
          11	          45	       1 / 1	 00:00:12,92	 00:00:12,00	 00:09:59,05	    DSCA G&G	           0	           0
           9	          41	       5 / 1	 00:00:13,15	 00:00:12,94	 00:09:59,93	Verschaeve Racing	           0	           0
           3	          43	       3 / 1	 00:00:12,74	 00:00:12,47	 00:10:01,04	         DTM	           0	           0
           6	          42	       4 / 1	 00:00:12,65	 00:00:12,64	 00:10:01,37	S-Slot Racing	           0	           0
          13	          45	       1 / 1	 00:00:12,89	 00:00:12,41	 00:10:01,46	PT Motorsport	           0	           0
           4	          43	       3 / 1	 00:00:13,09	 00:00:12,55	 00:10:03,15	 Gas Monkeys	           0	           0
          14	          45	       1 / 1	 00:00:12,71	 00:00:12,20	 00:10:03,57	    DSCA K&Q	           0	           0
           7	          42	       4 / 1	 00:00:13,94	 00:00:12,88	 00:10:04,37	D&T Motorsport	           0	           0
           8	          36	      10 / 3	 00:00:21,40	 00:00:13,94	 00:10:04,68	Slipstream Rascals	           0	           0
          12	          44	       2 / 2	 00:00:13,91	 00:00:12,67	 00:10:04,74	Slotracefriends Juni	           0	           0
          16	          44	       2 / 1	 00:00:12,91	 00:00:12,68	 00:10:06,28	    Prospeed	           0	           0
           1	          46	       0 / 0	 00:00:12,94	 00:00:12,32	 00:10:07,01	Slotracefriends 1	           0	           0
          15	          39	       8 / 2	 00:00:14,41	 00:00:13,52	 00:10:10,76	Gentlemen Drivers	           0	           0
           2	          35	      12 / 2	 00:00:16,52	 00:00:13,70	 00:10:11,81	Src Eindhoven 2.0	           0	           0
          11	          46	       1 / 1	 00:00:12,97	 00:00:12,00	 00:10:11,92	    DSCA G&G	           0	           0
          18	          44	       3 / 1	 00:00:13,06	 00:00:12,70	 00:10:12,00	DTM Les Fous	           0	           0
           5	          41	       6 / 1	 00:00:14,10	 00:00:13,37	 00:10:12,13	         H&B	           0	           0
           9	          42	       5 / 1	 00:00:12,89	 00:00:12,89	 00:10:12,79	Verschaeve Racing	           0	           0
           6	          43	       4 / 1	 00:00:12,68	 00:00:12,64	 00:10:13,34	S-Slot Racing	           0	           0
          13	          46	       1 / 1	 00:00:13,70	 00:00:12,41	 00:10:14,93	PT Motorsport	           0	           0
           4	          44	       3 / 1	 00:00:12,76	 00:00:12,55	 00:10:15,72	 Gas Monkeys	           0	           0
          14	          46	       1 / 1	 00:00:12,38	 00:00:12,20	 00:10:15,84	    DSCA K&Q	           0	           0
           3	          44	       3 / 1	 00:00:15,85	 00:00:12,47	 00:10:16,90	         DTM	           0	           0
           7	          43	       4 / 1	 00:00:13,67	 00:00:12,88	 00:10:18,14	D&T Motorsport	           0	           0
          12	          45	       2 / 2	 00:00:13,37	 00:00:12,67	 00:10:18,21	Slotracefriends Juni	           0	           0
           1	          47	       0 / 0	 00:00:12,38	 00:00:12,32	 00:10:19,28	Slotracefriends 1	           0	           0
          16	          45	       3 / 1	 00:00:13,18	 00:00:12,68	 00:10:19,45	    Prospeed	           0	           0
           8	          37	      11 / 3	 00:00:18,16	 00:00:13,94	 00:10:23,24	Slipstream Rascals	           0	           0
          15	          40	       8 / 2	 00:00:13,82	 00:00:13,52	 00:10:24,52	Gentlemen Drivers	           0	           0
           5	          42	       6 / 1	 00:00:13,80	 00:00:13,37	 00:10:25,30	         H&B	           0	           0
          11	          47	       1 / 1	 00:00:13,73	 00:00:12,00	 00:10:25,68	    DSCA G&G	           0	           0
          18	          45	       3 / 1	 00:00:13,88	 00:00:12,70	 00:10:25,77	DTM Les Fous	           0	           0
           9	          43	       5 / 1	 00:00:13,45	 00:00:12,89	 00:10:26,26	Verschaeve Racing	           0	           0
           2	          36	      12 / 2	 00:00:14,71	 00:00:13,70	 00:10:26,47	Src Eindhoven 2.0	           0	           0
           6	          44	       4 / 1	 00:00:13,24	 00:00:12,64	 00:10:27,11	S-Slot Racing	           0	           0
          13	          47	       1 / 1	 00:00:12,61	 00:00:12,41	 00:10:27,50	PT Motorsport	           0	           0
          14	          47	       1 / 1	 00:00:12,34	 00:00:12,20	 00:10:28,10	    DSCA K&Q	           0	           0
           4	          45	       3 / 1	 00:00:13,03	 00:00:12,55	 00:10:28,88	 Gas Monkeys	           0	           0
           3	          45	       3 / 1	 00:00:12,32	 00:00:12,32	 00:10:29,17	         DTM	           0	           0
           7	          44	       4 / 1	 00:00:13,43	 00:00:12,88	 00:10:31,61	D&T Motorsport	           0	           0
           1	          48	       0 / 0	 00:00:12,97	 00:00:12,32	 00:10:32,14	Slotracefriends 1	           0	           0
          16	          46	       3 / 2	 00:00:13,20	 00:00:12,68	 00:10:34,11	    Prospeed	           0	           0
          12	          46	       3 / 1	 00:00:17,65	 00:00:12,67	 00:10:35,87	Slotracefriends Juni	           0	           0
          15	          41	       8 / 2	 00:00:13,96	 00:00:13,52	 00:10:38,29	Gentlemen Drivers	           0	           0
          11	          48	       1 / 1	 00:00:13,39	 00:00:12,00	 00:10:39,15	    DSCA G&G	           0	           0
           5	          43	       6 / 1	 00:00:14,58	 00:00:13,37	 00:10:39,97	         H&B	           0	           0
           6	          45	       4 / 1	 00:00:13,34	 00:00:12,64	 00:10:39,98	S-Slot Racing	           0	           0
           9	          44	       5 / 1	 00:00:13,88	 00:00:12,89	 00:10:40,02	Verschaeve Racing	           0	           0
          13	          48	       1 / 1	 00:00:12,76	 00:00:12,41	 00:10:40,66	PT Motorsport	           0	           0
          14	          48	       1 / 1	 00:00:12,47	 00:00:12,20	 00:10:40,67	    DSCA K&Q	           0	           0
           4	          46	       3 / 1	 00:00:13,06	 00:00:12,55	 00:10:41,75	 Gas Monkeys	           0	           0
           3	          46	       3 / 1	 00:00:12,91	 00:00:12,32	 00:10:42,04	         DTM	           0	           0
           2	          37	      12 / 1	 00:00:16,95	 00:00:13,70	 00:10:43,83	Src Eindhoven 2.0	           0	           0
          18	          46	       3 / 1	 00:00:18,63	 00:00:12,70	 00:10:44,32	DTM Les Fous	           0	           0
           1	          49	       0 / 0	 00:00:12,53	 00:00:12,32	 00:10:44,71	Slotracefriends 1	           0	           0
           7	          45	       5 / 1	 00:00:13,15	 00:00:12,88	 00:10:44,77	D&T Motorsport	           0	           0
          16	          47	       3 / 2	 00:00:12,81	 00:00:12,68	 00:10:45,48	    Prospeed	           0	           0
          12	          47	       3 / 1	 00:00:13,00	 00:00:12,67	 00:10:48,73	Slotracefriends Juni	           0	           0
           8	          38	      12 / 4	 00:00:27,48	 00:00:13,94	 00:10:49,87	Slipstream Rascals	           0	           0
          11	          49	       1 / 1	 00:00:13,21	 00:00:12,00	 00:10:52,31	    DSCA G&G	           0	           0
          15	          42	       8 / 2	 00:00:14,38	 00:00:13,52	 00:10:52,65	Gentlemen Drivers	           0	           0
           6	          46	       4 / 1	 00:00:12,91	 00:00:12,64	 00:10:52,84	S-Slot Racing	           0	           0
          14	          49	       1 / 1	 00:00:12,92	 00:00:12,20	 00:10:53,54	    DSCA K&Q	           0	           0
           5	          44	       6 / 1	 00:00:13,76	 00:00:13,37	 00:10:53,73	         H&B	           0	           0
          13	          49	       1 / 1	 00:00:13,47	 00:00:12,41	 00:10:53,83	PT Motorsport	           0	           0
           4	          47	       3 / 1	 00:00:12,89	 00:00:12,55	 00:10:54,62	 Gas Monkeys	           0	           0
           3	          47	       3 / 1	 00:00:12,94	 00:00:12,32	 00:10:54,91	         DTM	           0	           0
           1	          50	       0 / 0	 00:00:12,68	 00:00:12,32	 00:10:57,58	Slotracefriends 1	           0	           0
           9	          45	       6 / 1	 00:00:17,62	 00:00:12,89	 00:10:57,68	Verschaeve Racing	           0	           0
          18	          47	       4 / 1	 00:00:13,50	 00:00:12,70	 00:10:57,79	DTM Les Fous	           0	           0
          16	          48	       3 / 2	 00:00:13,27	 00:00:12,68	 00:10:58,65	    Prospeed	           0	           0
           7	          46	       5 / 1	 00:00:14,14	 00:00:12,88	 00:10:58,84	D&T Motorsport	           0	           0
           2	          38	      13 / 1	 00:00:17,43	 00:00:13,70	 00:11:00,88	Src Eindhoven 2.0	           0	           0
          12	          48	       3 / 1	 00:00:12,80	 00:00:12,67	 00:11:01,60	Slotracefriends Juni	           0	           0
          11	          50	       1 / 1	 00:00:12,71	 00:00:12,00	 00:11:04,88	    DSCA G&G	           0	           0
          14	          50	       1 / 1	 00:00:12,58	 00:00:12,20	 00:11:06,11	    DSCA K&Q	           0	           0
           6	          47	       4 / 1	 00:00:13,40	 00:00:12,64	 00:11:06,61	S-Slot Racing	           0	           0
          15	          43	       8 / 2	 00:00:14,06	 00:00:13,52	 00:11:06,72	Gentlemen Drivers	           0	           0
          13	          50	       1 / 1	 00:00:13,15	 00:00:12,41	 00:11:07,00	PT Motorsport	           0	           0
           3	          48	       3 / 1	 00:00:12,59	 00:00:12,32	 00:11:07,48	         DTM	           0	           0
           1	          51	       0 / 0	 00:00:12,49	 00:00:12,32	 00:11:09,85	Slotracefriends 1	           0	           0
           4	          48	       4 / 1	 00:00:15,70	 00:00:12,55	 00:11:10,48	 Gas Monkeys	           0	           0
          18	          48	       4 / 1	 00:00:12,79	 00:00:12,70	 00:11:10,66	DTM Les Fous	           0	           0
           9	          46	       6 / 1	 00:00:13,74	 00:00:12,89	 00:11:11,45	Verschaeve Racing	           0	           0
           5	          45	       7 / 2	 00:00:18,01	 00:00:13,37	 00:11:11,69	         H&B	           0	           0
           8	          39	      13 / 5	 00:00:20,84	 00:00:13,94	 00:11:11,72	Slipstream Rascals	           0	           0
           7	          47	       5 / 1	 00:00:13,18	 00:00:12,88	 00:11:12,00	D&T Motorsport	           0	           0
          16	          49	       3 / 2	 00:00:13,06	 00:00:12,68	 00:11:12,11	    Prospeed	           0	           0
          12	          49	       3 / 1	 00:00:12,85	 00:00:12,67	 00:11:14,47	Slotracefriends Juni	           0	           0
           2	          39	      13 / 1	 00:00:14,84	 00:00:13,70	 00:11:15,85	Src Eindhoven 2.0	           0	           0
          11	          51	       1 / 1	 00:00:12,20	 00:00:12,00	 00:11:17,15	    DSCA G&G	           0	           0
          14	          51	       1 / 1	 00:00:12,56	 00:00:12,20	 00:11:18,68	    DSCA K&Q	           0	           0
           6	          48	       4 / 1	 00:00:12,85	 00:00:12,64	 00:11:19,18	S-Slot Racing	           0	           0
          13	          51	       1 / 1	 00:00:13,27	 00:00:12,41	 00:11:20,16	PT Motorsport	           0	           0
          15	          44	       8 / 2	 00:00:13,84	 00:00:13,52	 00:11:20,48	Gentlemen Drivers	           0	           0
           3	          49	       3 / 1	 00:00:13,09	 00:00:12,32	 00:11:20,64	         DTM	           0	           0
           1	          52	       0 / 0	 00:00:12,58	 00:00:12,32	 00:11:22,42	Slotracefriends 1	           0	           0
          18	          49	       4 / 1	 00:00:13,37	 00:00:12,70	 00:11:24,12	DTM Les Fous	           0	           0
           9	          47	       6 / 1	 00:00:12,96	 00:00:12,89	 00:11:24,31	Verschaeve Racing	           0	           0
           8	          40	      13 / 5	 00:00:15,13	 00:00:13,94	 00:11:25,78	Slipstream Rascals	           0	           0
           5	          46	       7 / 2	 00:00:14,80	 00:00:13,37	 00:11:26,65	         H&B	           0	           0
          16	          50	       3 / 2	 00:00:13,34	 00:00:12,68	 00:11:26,78	    Prospeed	           0	           0
           4	          49	       4 / 1	 00:00:17,32	 00:00:12,55	 00:11:27,84	 Gas Monkeys	           0	           0
          11	          52	       1 / 1	 00:00:12,29	 00:00:12,00	 00:11:29,72	    DSCA G&G	           0	           0
           2	          40	      13 / 1	 00:00:14,35	 00:00:13,70	 00:11:29,91	Src Eindhoven 2.0	           0	           0
           7	          48	       5 / 1	 00:00:18,46	 00:00:12,88	 00:11:30,26	D&T Motorsport	           0	           0
          12	          50	       3 / 1	 00:00:16,87	 00:00:12,67	 00:11:31,23	Slotracefriends Juni	           0	           0
          14	          52	       1 / 1	 00:00:12,64	 00:00:12,20	 00:11:31,25	    DSCA K&Q	           0	           0
           6	          49	       4 / 1	 00:00:12,62	 00:00:12,62	 00:11:31,75	S-Slot Racing	           0	           0
          13	          52	       1 / 1	 00:00:12,88	 00:00:12,41	 00:11:33,03	PT Motorsport	           0	           0
           3	          50	       3 / 1	 00:00:13,18	 00:00:12,32	 00:11:33,81	         DTM	           0	           0
          15	          45	       8 / 2	 00:00:13,85	 00:00:13,52	 00:11:34,55	Gentlemen Drivers	           0	           0
           1	          53	       0 / 0	 00:00:12,44	 00:00:12,32	 00:11:34,99	Slotracefriends 1	           0	           0
          18	          50	       4 / 1	 00:00:12,70	 00:00:12,70	 00:11:36,69	DTM Les Fous	           0	           0
           9	          48	       6 / 1	 00:00:12,86	 00:00:12,86	 00:11:37,18	Verschaeve Racing	           0	           0
          16	          51	       3 / 2	 00:00:12,70	 00:00:12,68	 00:11:37,85	    Prospeed	           0	           0
           5	          47	       7 / 2	 00:00:13,80	 00:00:13,37	 00:11:40,41	         H&B	           0	           0
           4	          50	       4 / 1	 00:00:12,88	 00:00:12,55	 00:11:40,70	 Gas Monkeys	           0	           0
           8	          41	      12 / 4	 00:00:14,72	 00:00:13,94	 00:11:40,74	Slipstream Rascals	           0	           0
          11	          53	       1 / 1	 00:00:12,26	 00:00:12,00	 00:11:41,69	    DSCA G&G	           0	           0
          14	          53	       1 / 1	 00:00:12,56	 00:00:12,20	 00:11:43,82	    DSCA K&Q	           0	           0
           7	          49	       5 / 1	 00:00:13,64	 00:00:12,88	 00:11:44,02	D&T Motorsport	           0	           0
           2	          41	      13 / 1	 00:00:14,32	 00:00:13,70	 00:11:44,27	Src Eindhoven 2.0	           0	           0
          12	          51	       3 / 1	 00:00:13,03	 00:00:12,67	 00:11:44,39	Slotracefriends Juni	           0	           0
           6	          50	       4 / 1	 00:00:12,82	 00:00:12,62	 00:11:44,91	S-Slot Racing	           0	           0
          13	          53	       1 / 1	 00:00:12,53	 00:00:12,41	 00:11:45,60	PT Motorsport	           0	           0
           3	          51	       3 / 1	 00:00:12,44	 00:00:12,32	 00:11:46,08	         DTM	           0	           0
           1	          54	       0 / 0	 00:00:12,68	 00:00:12,32	 00:11:47,56	Slotracefriends 1	           0	           0
          15	          46	       9 / 2	 00:00:13,84	 00:00:13,52	 00:11:48,61	Gentlemen Drivers	           0	           0
          18	          51	       4 / 1	 00:00:12,77	 00:00:12,70	 00:11:49,56	DTM Les Fous	           0	           0
          16	          52	       3 / 2	 00:00:12,71	 00:00:12,68	 00:11:50,42	    Prospeed	           0	           0
           9	          49	       6 / 1	 00:00:15,97	 00:00:12,86	 00:11:53,04	Verschaeve Racing	           0	           0
           4	          51	       4 / 1	 00:00:13,18	 00:00:12,55	 00:11:53,87	 Gas Monkeys	           0	           0
          11	          54	       1 / 1	 00:00:13,24	 00:00:12,00	 00:11:54,86	    DSCA G&G	           0	           0
          14	          54	       1 / 1	 00:00:12,35	 00:00:12,20	 00:11:56,08	    DSCA K&Q	           0	           0
          12	          52	       3 / 1	 00:00:13,13	 00:00:12,67	 00:11:57,26	Slotracefriends Juni	           0	           0
           7	          50	       5 / 1	 00:00:13,49	 00:00:12,88	 00:11:57,49	D&T Motorsport	           0	           0
          13	          54	       1 / 1	 00:00:12,91	 00:00:12,41	 00:11:58,47	PT Motorsport	           0	           0
           3	          52	       3 / 1	 00:00:12,71	 00:00:12,32	 00:11:58,95	         DTM	           0	           0
           2	          42	      13 / 5	 00:00:15,05	 00:00:13,70	 00:11:59,24	Src Eindhoven 2.0	           0	           0
           1	          55	       0 / 0	 00:00:12,64	 00:00:12,32	 00:12:00,12	Slotracefriends 1	           0	           0
           8	          42	      14 / 1	 00:00:19,83	 00:00:13,94	 00:12:00,49	Slipstream Rascals	           0	           0
           6	          51	       5 / 1	 00:00:16,22	 00:00:12,62	 00:12:00,77	S-Slot Racing	           0	           0
          15	          47	       9 / 1	 00:00:14,09	 00:00:13,52	 00:12:02,38	Gentlemen Drivers	           0	           0
          18	          52	       4 / 1	 00:00:12,82	 00:00:12,70	 00:12:02,43	DTM Les Fous	           0	           0
          16	          53	       3 / 2	 00:00:12,83	 00:00:12,68	 00:12:03,29	    Prospeed	           0	           0
           5	          48	       8 / 2	 00:00:23,16	 00:00:13,37	 00:12:03,46	         H&B	           0	           0
           9	          50	       6 / 1	 00:00:13,34	 00:00:12,86	 00:12:06,51	Verschaeve Racing	           0	           0
           4	          52	       4 / 1	 00:00:12,89	 00:00:12,55	 00:12:06,74	 Gas Monkeys	           0	           0
          11	          55	       1 / 1	 00:00:12,77	 00:00:12,00	 00:12:07,73	    DSCA G&G	           0	           0
          14	          55	       1 / 1	 00:00:12,52	 00:00:12,20	 00:12:08,65	    DSCA K&Q	           0	           0
           7	          51	       5 / 1	 00:00:13,30	 00:00:12,88	 00:12:10,66	D&T Motorsport	           0	           0
          13	          55	       1 / 1	 00:00:12,95	 00:00:12,41	 00:12:11,34	PT Motorsport	           0	           0
          18	          53	       3 / 1	 00:00:13,73	 00:00:12,70	 00:12:15,90	DTM Les Fous	           0	           0
           8	          43	      13 / 5	 00:00:15,71	 00:00:13,94	 00:12:16,05	Slipstream Rascals	           0	           0
          16	          54	       2 / 2	 00:00:13,20	 00:00:12,68	 00:12:16,45	    Prospeed	           0	           0
           3	          53	       2 / 1	 00:00:17,38	 00:00:12,32	 00:12:16,30	         DTM	           0	           0
           6	          52	       3 / 1	 00:00:15,70	 00:00:12,62	 00:12:16,33	S-Slot Racing	           0	           0
           1	          56	       0 / 0	 00:00:17,84	 00:00:12,32	 00:12:18,08	Slotracefriends 1	           0	           0
          12	          53	       4 / 1	 00:00:21,06	 00:00:12,67	 00:12:18,21	Slotracefriends Juni	           0	           0
           5	          49	       7 / 1	 00:00:14,93	 00:00:13,37	 00:12:18,42	         H&B	           0	           0
           4	          53	       4 / 1	 00:00:13,00	 00:00:12,55	 00:12:19,61	 Gas Monkeys	           0	           0
          11	          56	       1 / 1	 00:00:14,08	 00:00:12,00	 00:12:21,79	    DSCA G&G	           0	           0
          14	          56	       1 / 1	 00:00:13,61	 00:00:12,20	 00:12:22,12	    DSCA K&Q	           0	           0
          15	          48	       9 / 2	 00:00:21,28	 00:00:13,52	 00:12:23,63	Gentlemen Drivers	           0	           0
           7	          52	       5 / 1	 00:00:13,21	 00:00:12,88	 00:12:23,83	D&T Motorsport	           0	           0
          13	          56	       1 / 1	 00:00:12,73	 00:00:12,41	 00:12:24,20	PT Motorsport	           0	           0
           9	          51	       6 / 2	 00:00:21,30	 00:00:12,86	 00:12:27,76	Verschaeve Racing	           0	           0
           2	          43	      14 / 1	 00:00:26,97	 00:00:13,70	 00:12:28,56	Src Eindhoven 2.0	           0	           0
          18	          54	       3 / 1	 00:00:12,88	 00:00:12,70	 00:12:28,76	DTM Les Fous	           0	           0
           3	          54	       3 / 1	 00:00:13,03	 00:00:12,32	 00:12:29,17	         DTM	           0	           0
          16	          55	       2 / 2	 00:00:13,24	 00:00:12,68	 00:12:29,62	    Prospeed	           0	           0
           6	          53	       4 / 1	 00:00:13,64	 00:00:12,62	 00:12:30,10	S-Slot Racing	           0	           0
           1	          57	       0 / 0	 00:00:13,24	 00:00:12,32	 00:12:31,25	Slotracefriends 1	           0	           0
          12	          54	       4 / 1	 00:00:13,73	 00:00:12,67	 00:12:31,98	Slotracefriends Juni	           0	           0
           4	          54	       4 / 1	 00:00:12,91	 00:00:12,55	 00:12:32,47	 Gas Monkeys	           0	           0
           5	          50	       8 / 2	 00:00:14,09	 00:00:13,37	 00:12:32,48	         H&B	           0	           0
           8	          44	      14 / 5	 00:00:18,06	 00:00:13,94	 00:12:34,01	Slipstream Rascals	           0	           0
          11	          57	       1 / 1	 00:00:12,31	 00:00:12,00	 00:12:34,06	    DSCA G&G	           0	           0
          14	          57	       1 / 1	 00:00:12,20	 00:00:12,20	 00:12:34,39	    DSCA K&Q	           0	           0
           7	          53	       5 / 1	 00:00:13,09	 00:00:12,88	 00:12:36,99	D&T Motorsport	           0	           0
          13	          57	       1 / 1	 00:00:12,92	 00:00:12,41	 00:12:37,07	PT Motorsport	           0	           0
          15	          49	       9 / 2	 00:00:15,60	 00:00:13,52	 00:12:39,19	Gentlemen Drivers	           0	           0
           9	          52	       6 / 2	 00:00:13,34	 00:00:12,86	 00:12:40,92	Verschaeve Racing	           0	           0
          18	          55	       3 / 1	 00:00:12,77	 00:00:12,70	 00:12:41,63	DTM Les Fous	           0	           0
           3	          55	       3 / 1	 00:00:12,57	 00:00:12,32	 00:12:41,74	         DTM	           0	           0
          16	          56	       2 / 2	 00:00:12,97	 00:00:12,68	 00:12:42,79	    Prospeed	           0	           0
           1	          58	       0 / 0	 00:00:12,64	 00:00:12,32	 00:12:43,82	Slotracefriends 1	           0	           0
          12	          55	       4 / 1	 00:00:12,94	 00:00:12,67	 00:12:44,84	Slotracefriends Juni	           0	           0
           6	          54	       5 / 1	 00:00:15,64	 00:00:12,62	 00:12:45,66	S-Slot Racing	           0	           0
           5	          51	       8 / 2	 00:00:13,85	 00:00:13,37	 00:12:46,25	         H&B	           0	           0
           4	          55	       4 / 1	 00:00:13,94	 00:00:12,55	 00:12:46,54	 Gas Monkeys	           0	           0
          11	          58	       1 / 1	 00:00:12,74	 00:00:12,00	 00:12:46,63	    DSCA G&G	           0	           0
          14	          58	       1 / 1	 00:00:12,53	 00:00:12,20	 00:12:46,96	    DSCA K&Q	           0	           0
           2	          44	      15 / 1	 00:00:23,00	 00:00:13,70	 00:12:49,21	Src Eindhoven 2.0	           0	           0
           8	          45	      14 / 5	 00:00:15,50	 00:00:13,94	 00:12:49,57	Slipstream Rascals	           0	           0
          13	          58	       1 / 1	 00:00:12,96	 00:00:12,41	 00:12:49,94	PT Motorsport	           0	           0
           7	          54	       5 / 1	 00:00:13,49	 00:00:12,88	 00:12:50,46	D&T Motorsport	           0	           0
          15	          50	       9 / 2	 00:00:13,52	 00:00:13,52	 00:12:52,65	Gentlemen Drivers	           0	           0
           9	          53	       6 / 2	 00:00:12,92	 00:00:12,86	 00:12:53,79	Verschaeve Racing	           0	           0
          18	          56	       3 / 1	 00:00:12,94	 00:00:12,70	 00:12:54,50	DTM Les Fous	           0	           0
           3	          56	       3 / 1	 00:00:12,91	 00:00:12,32	 00:12:54,61	         DTM	           0	           0
          16	          57	       2 / 2	 00:00:12,75	 00:00:12,68	 00:12:55,36	    Prospeed	           0	           0
           1	          59	       0 / 0	 00:00:12,62	 00:00:12,32	 00:12:56,38	Slotracefriends 1	           0	           0
          12	          56	       4 / 1	 00:00:12,71	 00:00:12,67	 00:12:57,71	Slotracefriends Juni	           0	           0
           6	          55	       5 / 1	 00:00:13,79	 00:00:12,62	 00:12:59,43	S-Slot Racing	           0	           0
           5	          52	       8 / 2	 00:00:13,80	 00:00:13,37	 00:13:00,01	         H&B	           0	           0
          11	          59	       1 / 1	 00:00:13,09	 00:00:12,00	 00:13:00,09	    DSCA G&G	           0	           0
          14	          59	       1 / 1	 00:00:13,12	 00:00:12,20	 00:13:00,12	    DSCA K&Q	           0	           0
           4	          56	       4 / 1	 00:00:13,84	 00:00:12,55	 00:13:00,30	 Gas Monkeys	           0	           0
          13	          59	       1 / 1	 00:00:13,01	 00:00:12,41	 00:13:03,11	PT Motorsport	           0	           0
           7	          55	       5 / 1	 00:00:13,84	 00:00:12,88	 00:13:04,22	D&T Motorsport	           0	           0
           8	          46	      14 / 5	 00:00:15,01	 00:00:13,94	 00:13:04,53	Slipstream Rascals	           0	           0
          15	          51	       9 / 2	 00:00:14,24	 00:00:13,52	 00:13:06,72	Gentlemen Drivers	           0	           0
           9	          54	       6 / 2	 00:00:13,09	 00:00:12,86	 00:13:06,96	Verschaeve Racing	           0	           0
           2	          45	      15 / 2	 00:00:17,68	 00:00:13,70	 00:13:07,17	Src Eindhoven 2.0	           0	           0
          18	          57	       3 / 1	 00:00:13,10	 00:00:12,70	 00:13:07,67	DTM Les Fous	           0	           0
           3	          57	       3 / 1	 00:00:12,97	 00:00:12,32	 00:13:07,78	         DTM	           0	           0
          16	          58	       2 / 2	 00:00:12,67	 00:00:12,67	 00:13:08,22	    Prospeed	           0	           0
           1	          60	       0 / 0	 00:00:12,68	 00:00:12,32	 00:13:09,25	Slotracefriends 1	           0	           0
