        Car#	        Laps	 Gap 1st/prv	    Last lap	    Best lap	  Last event	   Team name	     Tainted	         Pit

START	15:59:05
           4	         212	      12 / 4	 00:00:13,01	 00:00:12,43	 00:49:54,34	 Gas Monkeys	           0	           0
          18	         210	      14 / 3	 00:00:12,52	 00:00:12,35	 00:49:54,52	DTM Les Fous	           0	           0
          14	         222	       2 / 1	 00:00:13,54	 00:00:11,75	 00:50:00,14	    DSCA K&Q	           0	           0
          11	         224	       0 / 0	 00:00:13,38	 00:00:12,17	 00:50:00,41	    DSCA G&G	           0	           0
           3	         223	       2 / 2	 00:00:13,09	 00:00:12,17	 00:50:01,21	         DTM	           0	           0
          12	         201	      24 / 7	 00:00:12,88	 00:00:12,56	 00:50:02,22	Slotracefriends Juni	           0	           0
           5	         190	     35 / 12	 00:00:16,63	 00:00:13,00	 00:50:03,03	         H&B	           0	           0
           7	         216	       9 / 1	 00:00:13,06	 00:00:12,53	 00:50:03,35	D&T Motorsport	           0	           0
           1	         221	       4 / 2	 00:00:18,95	 00:00:12,35	 00:50:05,38	Slotracefriends 1	           0	           0
           8	         186	      39 / 4	 00:00:14,81	 00:00:13,61	 00:50:05,75	Slipstream Rascals	           0	           0
           6	         216	       9 / 1	 00:00:12,77	 00:00:12,41	 00:50:06,03	S-Slot Racing	           0	           0
          13	         208	      17 / 3	 00:00:13,01	 00:00:12,20	 00:50:06,72	PT Motorsport	           0	           0
           2	         162	     63 / 25	 00:00:23,23	 00:00:13,94	 00:50:06,89	Src Eindhoven 2.0	           0	           0
           9	         217	       8 / 5	 00:00:19,37	 00:00:12,53	 00:50:06,98	Verschaeve Racing	           0	           0
          16	         216	       9 / 1	 00:00:13,00	 00:00:12,26	 00:50:07,05	    Prospeed	           0	           0
           4	         213	      12 / 4	 00:00:12,92	 00:00:12,43	 00:50:07,21	 Gas Monkeys	           0	           0
          18	         211	      14 / 3	 00:00:12,74	 00:00:12,35	 00:50:07,39	DTM Les Fous	           0	           0
          14	         223	       2 / 1	 00:00:12,00	 00:00:11,75	 00:50:12,41	    DSCA K&Q	           0	           0
          11	         225	       0 / 0	 00:00:12,70	 00:00:12,17	 00:50:13,28	    DSCA G&G	           0	           0
           3	         224	       2 / 2	 00:00:13,18	 00:00:12,17	 00:50:14,38	         DTM	           0	           0
          12	         202	      24 / 7	 00:00:12,65	 00:00:12,56	 00:50:14,79	Slotracefriends Juni	           0	           0
           5	         191	     35 / 12	 00:00:13,18	 00:00:13,00	 00:50:16,19	         H&B	           0	           0
           7	         217	       9 / 1	 00:00:13,27	 00:00:12,53	 00:50:16,81	D&T Motorsport	           0	           0
           1	         222	       4 / 2	 00:00:13,34	 00:00:12,35	 00:50:18,85	Slotracefriends 1	           0	           0
           6	         217	       9 / 1	 00:00:13,18	 00:00:12,41	 00:50:19,20	S-Slot Racing	           0	           0
          13	         209	      17 / 3	 00:00:12,91	 00:00:12,20	 00:50:20,18	PT Motorsport	           0	           0
           8	         187	      39 / 3	 00:00:15,07	 00:00:13,61	 00:50:20,71	Slipstream Rascals	           0	           0
           9	         218	       8 / 5	 00:00:15,28	 00:00:12,53	 00:50:22,24	Verschaeve Racing	           0	           0
          16	         217	       9 / 1	 00:00:15,44	 00:00:12,26	 00:50:22,61	    Prospeed	           0	           0
           2	         163	     63 / 25	 00:00:16,51	 00:00:13,94	 00:50:23,05	Src Eindhoven 2.0	           0	           0
          14	         224	       2 / 1	 00:00:12,31	 00:00:11,75	 00:50:24,38	    DSCA K&Q	           0	           0
           4	         214	      12 / 4	 00:00:17,41	 00:00:12,43	 00:50:24,56	 Gas Monkeys	           0	           0
          11	         226	       0 / 0	 00:00:12,50	 00:00:12,17	 00:50:25,25	    DSCA G&G	           0	           0
          18	         212	      15 / 3	 00:00:18,39	 00:00:12,35	 00:50:25,64	DTM Les Fous	           0	           0
           3	         225	       2 / 2	 00:00:12,35	 00:00:12,17	 00:50:26,65	         DTM	           0	           0
          12	         203	      24 / 7	 00:00:12,58	 00:00:12,56	 00:50:27,36	Slotracefriends Juni	           0	           0
           7	         218	       9 / 1	 00:00:12,94	 00:00:12,53	 00:50:29,68	D&T Motorsport	           0	           0
           5	         192	     35 / 12	 00:00:13,38	 00:00:13,00	 00:50:30,26	         H&B	           0	           0
           1	         223	       4 / 2	 00:00:12,61	 00:00:12,35	 00:50:31,42	Slotracefriends 1	           0	           0
           8	         188	      39 / 2	 00:00:15,26	 00:00:13,61	 00:50:35,98	Slipstream Rascals	           0	           0
           9	         219	       8 / 5	 00:00:13,67	 00:00:12,53	 00:50:36,00	Verschaeve Racing	           0	           0
          16	         218	       9 / 1	 00:00:13,69	 00:00:12,26	 00:50:36,07	    Prospeed	           0	           0
          14	         225	       2 / 1	 00:00:12,20	 00:00:11,75	 00:50:36,65	    DSCA K&Q	           0	           0
           6	         218	       9 / 1	 00:00:17,83	 00:00:12,41	 00:50:37,15	S-Slot Racing	           0	           0
          13	         210	      17 / 3	 00:00:18,01	 00:00:12,20	 00:50:37,54	PT Motorsport	           0	           0
          11	         227	       0 / 0	 00:00:12,32	 00:00:12,17	 00:50:37,82	    DSCA G&G	           0	           0
           2	         164	     64 / 25	 00:00:14,48	 00:00:13,94	 00:50:38,01	Src Eindhoven 2.0	           0	           0
          18	         213	      15 / 2	 00:00:12,71	 00:00:12,35	 00:50:38,21	DTM Les Fous	           0	           0
           3	         226	       2 / 2	 00:00:12,47	 00:00:12,17	 00:50:38,92	         DTM	           0	           0
          12	         204	      24 / 7	 00:00:12,53	 00:00:12,53	 00:50:39,93	Slotracefriends Juni	           0	           0
           4	         215	      13 / 4	 00:00:17,36	 00:00:12,43	 00:50:41,92	 Gas Monkeys	           0	           0
           7	         219	       9 / 1	 00:00:12,91	 00:00:12,53	 00:50:42,55	D&T Motorsport	           0	           0
           1	         224	       4 / 2	 00:00:12,53	 00:00:12,35	 00:50:43,69	Slotracefriends 1	           0	           0
           5	         193	     35 / 12	 00:00:16,63	 00:00:13,00	 00:50:46,12	         H&B	           0	           0
           9	         220	       8 / 5	 00:00:12,94	 00:00:12,53	 00:50:48,87	Verschaeve Racing	           0	           0
          14	         226	       2 / 1	 00:00:12,62	 00:00:11,75	 00:50:49,22	    DSCA K&Q	           0	           0
          16	         219	       9 / 1	 00:00:13,66	 00:00:12,26	 00:50:50,14	    Prospeed	           0	           0
          11	         228	       0 / 0	 00:00:12,74	 00:00:12,17	 00:50:50,39	    DSCA G&G	           0	           0
           6	         219	      10 / 1	 00:00:13,75	 00:00:12,41	 00:50:50,62	S-Slot Racing	           0	           0
          13	         211	      18 / 3	 00:00:13,55	 00:00:12,20	 00:50:51,01	PT Motorsport	           0	           0
          18	         214	      15 / 2	 00:00:13,03	 00:00:12,35	 00:50:51,38	DTM Les Fous	           0	           0
           2	         165	     64 / 24	 00:00:14,02	 00:00:13,94	 00:50:51,48	Src Eindhoven 2.0	           0	           0
           3	         227	       2 / 2	 00:00:12,55	 00:00:12,17	 00:50:51,49	         DTM	           0	           0
          12	         205	      24 / 7	 00:00:12,80	 00:00:12,53	 00:50:52,49	Slotracefriends Juni	           0	           0
           4	         216	      13 / 4	 00:00:13,06	 00:00:12,43	 00:50:54,79	 Gas Monkeys	           0	           0
           8	         189	      40 / 1	 00:00:18,89	 00:00:13,61	 00:50:54,83	Slipstream Rascals	           0	           0
           7	         220	       9 / 1	 00:00:12,92	 00:00:12,53	 00:50:55,42	D&T Motorsport	           0	           0
           1	         225	       4 / 2	 00:00:12,61	 00:00:12,35	 00:50:56,55	Slotracefriends 1	           0	           0
           5	         194	     35 / 12	 00:00:13,99	 00:00:13,00	 00:51:00,18	         H&B	           0	           0
           9	         221	       8 / 5	 00:00:13,12	 00:00:12,53	 00:51:02,04	Verschaeve Racing	           0	           0
          14	         227	       2 / 1	 00:00:12,95	 00:00:11,75	 00:51:02,09	    DSCA K&Q	           0	           0
          16	         220	       9 / 1	 00:00:12,98	 00:00:12,26	 00:51:02,71	    Prospeed	           0	           0
          11	         229	       0 / 0	 00:00:12,58	 00:00:12,17	 00:51:02,96	    DSCA G&G	           0	           0
           6	         220	      10 / 1	 00:00:12,86	 00:00:12,41	 00:51:03,49	S-Slot Racing	           0	           0
          13	         212	      18 / 3	 00:00:13,15	 00:00:12,20	 00:51:04,17	PT Motorsport	           0	           0
          18	         215	      15 / 2	 00:00:12,80	 00:00:12,35	 00:51:04,24	DTM Les Fous	           0	           0
           2	         166	     64 / 24	 00:00:14,20	 00:00:13,94	 00:51:05,84	Src Eindhoven 2.0	           0	           0
          12	         206	      24 / 7	 00:00:15,07	 00:00:12,53	 00:51:07,76	Slotracefriends Juni	           0	           0
           4	         217	      13 / 4	 00:00:13,03	 00:00:12,43	 00:51:07,96	 Gas Monkeys	           0	           0
           3	         228	       2 / 2	 00:00:16,58	 00:00:12,17	 00:51:08,24	         DTM	           0	           0
           7	         221	       9 / 1	 00:00:13,09	 00:00:12,53	 00:51:08,58	D&T Motorsport	           0	           0
           1	         226	       4 / 2	 00:00:12,54	 00:00:12,35	 00:51:08,82	Slotracefriends 1	           0	           0
           8	         190	      40 / 5	 00:00:17,13	 00:00:13,61	 00:51:11,89	Slipstream Rascals	           0	           0
           5	         195	     35 / 12	 00:00:13,15	 00:00:13,00	 00:51:13,35	         H&B	           0	           0
          14	         228	       2 / 1	 00:00:12,52	 00:00:11,75	 00:51:14,66	    DSCA K&Q	           0	           0
           9	         222	       8 / 5	 00:00:13,49	 00:00:12,53	 00:51:15,51	Verschaeve Racing	           0	           0
          11	         230	       0 / 0	 00:00:12,55	 00:00:12,17	 00:51:15,53	    DSCA G&G	           0	           0
          16	         221	      10 / 1	 00:00:13,31	 00:00:12,26	 00:51:16,17	    Prospeed	           0	           0
          18	         216	      15 / 2	 00:00:12,73	 00:00:12,35	 00:51:16,81	DTM Les Fous	           0	           0
          13	         213	      18 / 4	 00:00:12,88	 00:00:12,20	 00:51:17,04	PT Motorsport	           0	           0
          12	         207	      24 / 7	 00:00:13,04	 00:00:12,53	 00:51:20,62	Slotracefriends Juni	           0	           0
           4	         218	      13 / 3	 00:00:13,12	 00:00:12,43	 00:51:21,12	 Gas Monkeys	           0	           0
           6	         221	      10 / 1	 00:00:17,80	 00:00:12,41	 00:51:21,44	S-Slot Racing	           0	           0
           7	         222	       9 / 1	 00:00:13,12	 00:00:12,53	 00:51:21,45	D&T Motorsport	           0	           0
           1	         227	       4 / 2	 00:00:12,70	 00:00:12,35	 00:51:21,69	Slotracefriends 1	           0	           0
           3	         229	       2 / 2	 00:00:15,49	 00:00:12,17	 00:51:23,51	         DTM	           0	           0
           2	         167	     64 / 23	 00:00:18,46	 00:00:13,94	 00:51:24,09	Src Eindhoven 2.0	           0	           0
          14	         229	       2 / 1	 00:00:12,11	 00:00:11,75	 00:51:26,63	    DSCA K&Q	           0	           0
           8	         191	      40 / 5	 00:00:14,78	 00:00:13,61	 00:51:26,85	Slipstream Rascals	           0	           0
          11	         231	       0 / 0	 00:00:12,56	 00:00:12,17	 00:51:28,39	    DSCA G&G	           0	           0
           9	         223	       9 / 5	 00:00:13,43	 00:00:12,53	 00:51:28,97	Verschaeve Racing	           0	           0
          16	         222	      10 / 1	 00:00:13,05	 00:00:12,26	 00:51:29,04	    Prospeed	           0	           0
          13	         214	      18 / 3	 00:00:13,01	 00:00:12,20	 00:51:29,91	PT Motorsport	           0	           0
          18	         217	      15 / 2	 00:00:13,27	 00:00:12,35	 00:51:29,98	DTM Les Fous	           0	           0
           5	         196	     36 / 12	 00:00:18,71	 00:00:13,00	 00:51:31,91	         H&B	           0	           0
           4	         219	      13 / 3	 00:00:13,27	 00:00:12,43	 00:51:34,59	 Gas Monkeys	           0	           0
           7	         223	       9 / 1	 00:00:13,13	 00:00:12,53	 00:51:34,62	D&T Motorsport	           0	           0
           1	         228	       4 / 2	 00:00:13,49	 00:00:12,35	 00:51:35,16	Slotracefriends 1	           0	           0
           6	         222	      10 / 1	 00:00:14,50	 00:00:12,41	 00:51:35,81	S-Slot Racing	           0	           0
          12	         208	      24 / 7	 00:00:15,93	 00:00:12,53	 00:51:36,78	Slotracefriends Juni	           0	           0
          14	         230	       2 / 2	 00:00:12,32	 00:00:11,75	 00:51:38,90	    DSCA K&Q	           0	           0
          11	         232	       0 / 0	 00:00:12,53	 00:00:12,17	 00:51:40,66	    DSCA G&G	           0	           0
           2	         168	     65 / 22	 00:00:16,69	 00:00:13,94	 00:51:40,85	Src Eindhoven 2.0	           0	           0
           8	         192	      41 / 5	 00:00:14,75	 00:00:13,61	 00:51:41,51	Slipstream Rascals	           0	           0
           3	         230	       3 / 1	 00:00:18,31	 00:00:12,17	 00:51:41,76	         DTM	           0	           0
           9	         224	       9 / 5	 00:00:12,91	 00:00:12,53	 00:51:41,84	Verschaeve Racing	           0	           0
          16	         223	      10 / 1	 00:00:13,22	 00:00:12,26	 00:51:42,21	    Prospeed	           0	           0
          18	         218	      15 / 2	 00:00:12,83	 00:00:12,35	 00:51:42,85	DTM Les Fous	           0	           0
          13	         215	      18 / 4	 00:00:13,03	 00:00:12,20	 00:51:43,08	PT Motorsport	           0	           0
           4	         220	      13 / 3	 00:00:12,95	 00:00:12,43	 00:51:47,16	 Gas Monkeys	           0	           0
           7	         224	       9 / 1	 00:00:12,97	 00:00:12,53	 00:51:47,79	D&T Motorsport	           0	           0
           1	         229	       4 / 2	 00:00:13,06	 00:00:12,35	 00:51:48,02	Slotracefriends 1	           0	           0
           6	         223	      10 / 1	 00:00:12,83	 00:00:12,41	 00:51:48,67	S-Slot Racing	           0	           0
           5	         197	     36 / 12	 00:00:17,11	 00:00:13,00	 00:51:48,96	         H&B	           0	           0
          12	         209	      24 / 7	 00:00:12,79	 00:00:12,53	 00:51:49,35	Slotracefriends Juni	           0	           0
          14	         231	       2 / 2	 00:00:12,08	 00:00:11,75	 00:51:51,17	    DSCA K&Q	           0	           0
          11	         233	       0 / 0	 00:00:12,29	 00:00:12,17	 00:51:52,93	    DSCA G&G	           0	           0
           2	         169	     65 / 21	 00:00:14,08	 00:00:13,94	 00:51:54,92	Src Eindhoven 2.0	           0	           0
           3	         231	       3 / 1	 00:00:13,37	 00:00:12,17	 00:51:55,23	         DTM	           0	           0
           9	         225	       9 / 5	 00:00:13,59	 00:00:12,53	 00:51:55,31	Verschaeve Racing	           0	           0
          16	         224	      10 / 1	 00:00:13,54	 00:00:12,26	 00:51:55,98	    Prospeed	           0	           0
           8	         193	      41 / 5	 00:00:15,34	 00:00:13,61	 00:51:56,77	Slipstream Rascals	           0	           0
          18	         219	      15 / 2	 00:00:14,59	 00:00:12,35	 00:51:57,51	DTM Les Fous	           0	           0
          13	         216	      18 / 4	 00:00:15,38	 00:00:12,20	 00:51:58,34	PT Motorsport	           0	           0
           4	         221	      13 / 3	 00:00:12,79	 00:00:12,43	 00:52:00,02	 Gas Monkeys	           0	           0
           1	         230	       4 / 2	 00:00:12,61	 00:00:12,35	 00:52:00,59	Slotracefriends 1	           0	           0
           6	         224	      10 / 1	 00:00:12,97	 00:00:12,41	 00:52:01,54	S-Slot Racing	           0	           0
          12	         210	      24 / 7	 00:00:12,83	 00:00:12,53	 00:52:02,22	Slotracefriends Juni	           0	           0
           7	         225	       9 / 1	 00:00:15,28	 00:00:12,53	 00:52:03,05	D&T Motorsport	           0	           0
           5	         198	     36 / 13	 00:00:16,66	 00:00:13,00	 00:52:05,72	         H&B	           0	           0
          14	         232	       2 / 2	 00:00:16,00	 00:00:11,75	 00:52:07,03	    DSCA K&Q	           0	           0
          11	         234	       0 / 0	 00:00:15,19	 00:00:12,17	 00:52:08,19	    DSCA G&G	           0	           0
           3	         232	       3 / 1	 00:00:13,21	 00:00:12,17	 00:52:08,39	         DTM	           0	           0
          16	         225	      10 / 1	 00:00:12,95	 00:00:12,26	 00:52:08,84	    Prospeed	           0	           0
           2	         170	     65 / 20	 00:00:14,12	 00:00:13,94	 00:52:08,98	Src Eindhoven 2.0	           0	           0
          18	         220	      15 / 2	 00:00:13,90	 00:00:12,35	 00:52:11,28	DTM Les Fous	           0	           0
           8	         194	      41 / 5	 00:00:15,35	 00:00:13,61	 00:52:12,03	Slipstream Rascals	           0	           0
           9	         226	       9 / 5	 00:00:16,66	 00:00:12,53	 00:52:12,06	Verschaeve Racing	           0	           0
           4	         222	      13 / 3	 00:00:12,70	 00:00:12,43	 00:52:12,59	 Gas Monkeys	           0	           0
          13	         217	      17 / 3	 00:00:13,96	 00:00:12,20	 00:52:12,40	PT Motorsport	           0	           0
           1	         231	       4 / 2	 00:00:12,53	 00:00:12,35	 00:52:13,16	Slotracefriends 1	           0	           0
           6	         225	      10 / 1	 00:00:12,97	 00:00:12,41	 00:52:14,71	S-Slot Racing	           0	           0
          12	         211	      24 / 7	 00:00:14,29	 00:00:12,53	 00:52:16,28	Slotracefriends Juni	           0	           0
           7	         226	       9 / 1	 00:00:13,79	 00:00:12,53	 00:52:16,81	D&T Motorsport	           0	           0
          14	         233	       2 / 2	 00:00:12,62	 00:00:11,75	 00:52:19,60	    DSCA K&Q	           0	           0
          11	         235	       0 / 0	 00:00:12,51	 00:00:12,17	 00:52:20,76	    DSCA G&G	           0	           0
           3	         233	       3 / 1	 00:00:12,50	 00:00:12,17	 00:52:20,96	         DTM	           0	           0
           2	         171	     65 / 19	 00:00:14,23	 00:00:13,94	 00:52:23,35	Src Eindhoven 2.0	           0	           0
           5	         199	     37 / 13	 00:00:17,65	 00:00:13,00	 00:52:23,38	         H&B	           0	           0
          16	         226	      10 / 1	 00:00:15,34	 00:00:12,26	 00:52:24,10	    Prospeed	           0	           0
          18	         221	      15 / 2	 00:00:13,21	 00:00:12,35	 00:52:24,44	DTM Les Fous	           0	           0
           9	         227	       9 / 5	 00:00:12,79	 00:00:12,53	 00:52:24,93	Verschaeve Racing	           0	           0
          13	         218	      18 / 4	 00:00:12,67	 00:00:12,20	 00:52:24,97	PT Motorsport	           0	           0
           4	         223	      13 / 3	 00:00:12,74	 00:00:12,43	 00:52:25,46	 Gas Monkeys	           0	           0
           1	         232	       4 / 2	 00:00:12,62	 00:00:12,35	 00:52:25,73	Slotracefriends 1	           0	           0
           6	         226	      10 / 1	 00:00:12,59	 00:00:12,41	 00:52:27,28	S-Slot Racing	           0	           0
           8	         195	      41 / 5	 00:00:15,07	 00:00:13,61	 00:52:27,30	Slipstream Rascals	           0	           0
          12	         212	      24 / 7	 00:00:12,80	 00:00:12,53	 00:52:29,15	Slotracefriends Juni	           0	           0
           7	         227	       9 / 1	 00:00:13,03	 00:00:12,53	 00:52:29,68	D&T Motorsport	           0	           0
          14	         234	       2 / 2	 00:00:12,26	 00:00:11,75	 00:52:31,87	    DSCA K&Q	           0	           0
          11	         236	       0 / 0	 00:00:12,40	 00:00:12,17	 00:52:32,73	    DSCA G&G	           0	           0
           3	         234	       3 / 1	 00:00:12,29	 00:00:12,17	 00:52:33,23	         DTM	           0	           0
          16	         227	      10 / 1	 00:00:12,92	 00:00:12,26	 00:52:36,97	    Prospeed	           0	           0
          18	         222	      15 / 2	 00:00:12,62	 00:00:12,35	 00:52:37,01	DTM Les Fous	           0	           0
           2	         172	     65 / 18	 00:00:14,53	 00:00:13,94	 00:52:37,71	Src Eindhoven 2.0	           0	           0
           9	         228	       9 / 5	 00:00:12,97	 00:00:12,53	 00:52:37,80	Verschaeve Racing	           0	           0
           4	         224	      13 / 3	 00:00:13,24	 00:00:12,43	 00:52:38,63	 Gas Monkeys	           0	           0
           1	         233	       4 / 2	 00:00:13,03	 00:00:12,35	 00:52:38,90	Slotracefriends 1	           0	           0
           6	         227	      10 / 1	 00:00:12,64	 00:00:12,41	 00:52:39,85	S-Slot Racing	           0	           0
          13	         219	      18 / 4	 00:00:12,97	 00:00:12,20	 00:52:39,94	PT Motorsport	           0	           0
           5	         200	     37 / 13	 00:00:17,57	 00:00:13,00	 00:52:40,73	         H&B	           0	           0
           8	         196	      41 / 5	 00:00:14,56	 00:00:13,61	 00:52:41,66	Slipstream Rascals	           0	           0
           7	         228	       9 / 1	 00:00:13,03	 00:00:12,53	 00:52:42,85	D&T Motorsport	           0	           0
          14	         235	       2 / 2	 00:00:12,26	 00:00:11,75	 00:52:44,13	    DSCA K&Q	           0	           0
          12	         213	      24 / 7	 00:00:15,55	 00:00:12,53	 00:52:44,71	Slotracefriends Juni	           0	           0
          11	         237	       0 / 0	 00:00:12,29	 00:00:12,17	 00:52:45,00	    DSCA G&G	           0	           0
           3	         235	       3 / 1	 00:00:12,38	 00:00:12,17	 00:52:45,50	         DTM	           0	           0
          18	         223	      15 / 2	 00:00:12,79	 00:00:12,35	 00:52:49,88	DTM Les Fous	           0	           0
          16	         228	      10 / 1	 00:00:13,14	 00:00:12,26	 00:52:50,14	    Prospeed	           0	           0
           9	         229	       9 / 5	 00:00:12,71	 00:00:12,53	 00:52:50,37	Verschaeve Racing	           0	           0
          13	         220	      18 / 4	 00:00:13,28	 00:00:12,20	 00:52:51,31	PT Motorsport	           0	           0
           4	         225	      13 / 3	 00:00:12,86	 00:00:12,43	 00:52:51,50	 Gas Monkeys	           0	           0
           1	         234	       4 / 2	 00:00:12,82	 00:00:12,35	 00:52:51,77	Slotracefriends 1	           0	           0
           2	         173	     65 / 17	 00:00:14,21	 00:00:13,94	 00:52:52,07	Src Eindhoven 2.0	           0	           0
           6	         228	      10 / 1	 00:00:12,65	 00:00:12,41	 00:52:53,01	S-Slot Racing	           0	           0
           5	         201	     37 / 13	 00:00:14,08	 00:00:13,00	 00:52:54,80	         H&B	           0	           0
           7	         229	       9 / 1	 00:00:12,95	 00:00:12,53	 00:52:55,72	D&T Motorsport	           0	           0
           8	         197	      41 / 5	 00:00:14,44	 00:00:13,61	 00:52:56,02	Slipstream Rascals	           0	           0
          14	         236	       2 / 2	 00:00:11,98	 00:00:11,75	 00:52:56,10	    DSCA K&Q	           0	           0
           3	         236	       2 / 1	 00:00:12,31	 00:00:12,17	 00:52:57,77	         DTM	           0	           0
          11	         238	       0 / 0	 00:00:12,35	 00:00:12,17	 00:52:57,87	    DSCA G&G	           0	           0
          12	         214	      25 / 7	 00:00:13,61	 00:00:12,53	 00:52:58,78	Slotracefriends Juni	           0	           0
          16	         229	      10 / 1	 00:00:12,62	 00:00:12,26	 00:53:02,71	    Prospeed	           0	           0
          18	         224	      15 / 2	 00:00:12,71	 00:00:12,35	 00:53:02,75	DTM Les Fous	           0	           0
           9	         230	       9 / 5	 00:00:13,37	 00:00:12,53	 00:53:03,84	Verschaeve Racing	           0	           0
          13	         221	      18 / 4	 00:00:12,61	 00:00:12,20	 00:53:03,88	PT Motorsport	           0	           0
           1	         235	       4 / 2	 00:00:12,71	 00:00:12,35	 00:53:04,33	Slotracefriends 1	           0	           0
           4	         226	      13 / 3	 00:00:12,82	 00:00:12,43	 00:53:04,36	 Gas Monkeys	           0	           0
           6	         229	      10 / 1	 00:00:12,94	 00:00:12,41	 00:53:05,28	S-Slot Racing	           0	           0
          15	         190	      49 / 8	 00:05:03,04	 00:00:12,88	 00:53:08,08	Gentlemen Drivers	           0	           0
           7	         230	       9 / 1	 00:00:12,79	 00:00:12,53	 00:53:08,28	D&T Motorsport	           0	           0
          14	         237	       2 / 2	 00:00:12,50	 00:00:11,75	 00:53:08,67	    DSCA K&Q	           0	           0
           5	         202	     37 / 13	 00:00:13,88	 00:00:13,00	 00:53:08,86	         H&B	           0	           0
           2	         174	     65 / 17	 00:00:17,10	 00:00:13,94	 00:53:09,13	Src Eindhoven 2.0	           0	           0
           8	         198	      41 / 5	 00:00:14,29	 00:00:13,61	 00:53:10,39	Slipstream Rascals	           0	           0
          11	         239	       0 / 0	 00:00:12,67	 00:00:12,17	 00:53:11,04	    DSCA G&G	           0	           0
          12	         215	      25 / 7	 00:00:13,30	 00:00:12,53	 00:53:11,95	Slotracefriends Juni	           0	           0
           3	         237	       3 / 1	 00:00:15,61	 00:00:12,17	 00:53:13,33	         DTM	           0	           0
          18	         225	      15 / 2	 00:00:12,85	 00:00:12,35	 00:53:15,32	DTM Les Fous	           0	           0
          16	         230	      10 / 1	 00:00:12,89	 00:00:12,26	 00:53:15,58	    Prospeed	           0	           0
           1	         236	       4 / 2	 00:00:13,37	 00:00:12,35	 00:53:17,80	Slotracefriends 1	           0	           0
           6	         230	      10 / 1	 00:00:13,18	 00:00:12,41	 00:53:18,45	S-Slot Racing	           0	           0
           4	         227	      13 / 4	 00:00:16,37	 00:00:12,43	 00:53:20,82	 Gas Monkeys	           0	           0
          13	         222	      18 / 4	 00:00:17,14	 00:00:12,20	 00:53:20,93	PT Motorsport	           0	           0
           7	         231	       9 / 6	 00:00:12,97	 00:00:12,53	 00:53:21,45	D&T Motorsport	           0	           0
          14	         238	       2 / 2	 00:00:12,67	 00:00:11,75	 00:53:21,54	    DSCA K&Q	           0	           0
          15	         191	      49 / 8	 00:00:14,27	 00:00:12,88	 00:53:22,15	Gentlemen Drivers	           0	           0
          11	         240	       0 / 0	 00:00:12,17	 00:00:12,17	 00:53:22,41	    DSCA G&G	           0	           0
           9	         231	      10 / 1	 00:00:19,09	 00:00:12,53	 00:53:22,99	Verschaeve Racing	           0	           0
           8	         199	      42 / 4	 00:00:14,24	 00:00:13,61	 00:53:24,75	Slipstream Rascals	           0	           0
          12	         216	      25 / 7	 00:00:13,37	 00:00:12,53	 00:53:24,81	Slotracefriends Juni	           0	           0
           5	         203	     38 / 14	 00:00:18,13	 00:00:13,00	 00:53:26,82	         H&B	           0	           0
           2	         175	     66 / 17	 00:00:18,35	 00:00:13,94	 00:53:27,39	Src Eindhoven 2.0	           0	           0
          18	         226	      15 / 2	 00:00:12,89	 00:00:12,35	 00:53:28,18	DTM Les Fous	           0	           0
           3	         238	       3 / 1	 00:00:16,07	 00:00:12,17	 00:53:29,49	         DTM	           0	           0
           1	         237	       4 / 2	 00:00:12,64	 00:00:12,35	 00:53:30,37	Slotracefriends 1	           0	           0
          16	         231	      10 / 1	 00:00:16,42	 00:00:12,26	 00:53:32,03	    Prospeed	           0	           0
           4	         228	      13 / 3	 00:00:12,97	 00:00:12,43	 00:53:33,69	 Gas Monkeys	           0	           0
          13	         223	      18 / 4	 00:00:13,12	 00:00:12,20	 00:53:34,10	PT Motorsport	           0	           0
          14	         239	       2 / 2	 00:00:12,50	 00:00:11,75	 00:53:34,11	    DSCA K&Q	           0	           0
           7	         232	       9 / 6	 00:00:13,04	 00:00:12,53	 00:53:34,32	D&T Motorsport	           0	           0
          11	         241	       0 / 0	 00:00:12,52	 00:00:12,17	 00:53:34,98	    DSCA G&G	           0	           0
           6	         231	      11 / 1	 00:00:17,36	 00:00:12,41	 00:53:35,81	S-Slot Racing	           0	           0
           9	         232	      10 / 1	 00:00:13,21	 00:00:12,53	 00:53:36,15	Verschaeve Racing	           0	           0
          15	         192	      50 / 8	 00:00:14,53	 00:00:12,88	 00:53:36,81	Gentlemen Drivers	           0	           0
          12	         217	      25 / 7	 00:00:13,30	 00:00:12,53	 00:53:38,28	Slotracefriends Juni	           0	           0
           8	         200	      42 / 4	 00:00:14,65	 00:00:13,61	 00:53:39,12	Slipstream Rascals	           0	           0
          18	         227	      15 / 2	 00:00:12,73	 00:00:12,35	 00:53:41,05	DTM Les Fous	           0	           0
           3	         239	       3 / 1	 00:00:12,44	 00:00:12,17	 00:53:41,76	         DTM	           0	           0
           1	         238	       4 / 2	 00:00:12,44	 00:00:12,35	 00:53:42,64	Slotracefriends 1	           0	           0
           5	         204	     38 / 14	 00:00:16,96	 00:00:13,00	 00:53:43,88	         H&B	           0	           0
           4	         229	      13 / 3	 00:00:13,55	 00:00:12,43	 00:53:47,16	 Gas Monkeys	           0	           0
          11	         242	       0 / 0	 00:00:13,80	 00:00:12,17	 00:53:48,44	    DSCA G&G	           0	           0
